TransactionID,Items
243,"milk,coffee,apples,banana,bread"
244,"tea,milk,eggs,coffee,banana"
245,"tea,coffee,eggs"
246,"eggs,butter"
247,"butter,yogurt,juice"
248,banana
249,"tea,chips,milk,juice,cheese"
250,"tea,coffee"
251,"butter,chips,apples,juice,coffee"
252,"tea,milk,bread,cheese,banana"
253,"cheese,juice"
254,"butter,juice,eggs,cheese,bread"
255,"eggs,cheese,bread,apples,butter,coffee"
256,"eggs,milk,juice"
257,yogurt
258,"apples,juice,coffee"
259,"yogurt,coffee,butter,bread,chips,milk"
260,"milk,tea"
261,"coffee,butter,chips,bread,cheese,apples"
262,milk
263,"coffee,bread,cheese,butter"
264,"banana,milk"
265,eggs
266,"chips,eggs,butter,bread"
267,"banana,coffee,bread,eggs,tea,yogurt"
268,"bread,apples,banana,yogurt,tea"
269,"chips,yogurt,juice,eggs,bread,apples"
270,"juice,banana,chips,apples,butter,tea"
271,"yogurt,tea"
272,"chips,bread,cheese,juice,tea,eggs"
273,"juice,apples,eggs,tea"
274,coffee
275,"eggs,juice,butter,apples,milk"
276,"yogurt,butter,banana"
277,"cheese,milk,tea,apples"
278,juice
279,"butter,cheese,chips,eggs"
280,"yogurt,banana,butter,eggs,juice,bread"
281,"banana,coffee,chips,bread,milk,butter"
282,"bread,cheese,yogurt,juice,eggs,butter"
283,"bread,banana,milk,tea,juice"
284,"milk,tea"
285,"butter,milk,tea,eggs"
286,yogurt
287,"yogurt,bread"
288,"chips,butter,bread,yogurt"
289,eggs
290,"yogurt,milk"
291,banana
292,"tea,banana,milk"
293,"apples,chips"
294,bread
295,"milk,bread,eggs,chips"
296,"coffee,yogurt"
297,"yogurt,tea,butter,eggs,bread"
298,"bread,chips"
299,butter
300,"bread,milk,apples"
301,juice
302,yogurt
303,"milk,bread,juice,butter,chips,eggs"
304,"tea,coffee,eggs"
305,"yogurt,bread"
306,coffee
307,"bread,butter,juice"
308,"coffee,milk,apples"
309,"apples,milk,coffee,eggs,yogurt,banana"
310,cheese
311,"banana,juice"
312,"bread,banana,cheese,tea,juice,milk"
313,"juice,butter,cheese"
314,"apples,butter,juice"
315,bread
316,"juice,tea,banana,eggs,apples,butter"
317,"tea,cheese,eggs,chips"
318,"banana,eggs,apples,butter,coffee"
319,"banana,tea,chips"
320,"banana,coffee,tea,yogurt,eggs"
321,bread
322,"milk,juice,cheese,bread"
323,"eggs,juice,chips,bread"
324,"coffee,chips,yogurt"
325,"coffee,eggs,chips,butter"
326,"eggs,butter,juice,cheese,bread,apples"
327,juice
328,"cheese,chips"
329,"banana,tea,juice,milk,bread"
330,"milk,coffee,bread,banana"
331,"bread,juice,milk,eggs,tea,apples"
332,eggs
333,"apples,banana"
334,banana
335,"cheese,chips,milk"
336,"juice,yogurt,banana"
337,"chips,butter,tea"
338,"bread,banana"
339,"yogurt,coffee,tea,cheese,apples"
340,"juice,cheese,chips,butter,bread"
341,"eggs,chips"
342,"cheese,chips,tea,bread"
343,apples
344,"cheese,chips,milk,yogurt"
345,"banana,butter,eggs"
346,"eggs,bread"
347,"juice,yogurt,tea,milk,eggs"
348,"apples,tea,juice"
349,"butter,yogurt,banana"
350,"coffee,eggs,tea,yogurt,milk,butter"
351,"eggs,juice,yogurt,butter,tea"
352,"eggs,chips,banana,apples"
353,"tea,yogurt,banana,cheese,eggs"
354,"butter,cheese,yogurt"
355,"tea,coffee,chips,apples,milk"
356,cheese
357,"butter,cheese,milk"
358,"banana,tea,chips"
359,"juice,butter,cheese"
360,"apples,chips,tea"
361,"chips,bread,tea,eggs,apples"
362,"eggs,bread,coffee"
363,apples
364,"cheese,eggs,butter,yogurt,bread,chips"
365,"apples,tea,banana,juice,coffee,milk"
366,"coffee,cheese,banana,milk"
367,"bread,chips,apples,tea,coffee,yogurt"
368,"bread,chips,cheese,yogurt,milk"
369,"banana,butter,eggs,cheese"
370,"bread,coffee,eggs,tea"
371,"juice,tea,yogurt,milk,cheese"
372,"coffee,chips,tea,butter,cheese"
373,"eggs,tea,yogurt,milk,juice"
374,"coffee,eggs,juice,cheese,chips"
375,"chips,eggs,bread"
376,"cheese,eggs,yogurt"
377,"coffee,apples,milk,banana,yogurt"
378,"coffee,butter"
379,"juice,eggs,coffee"
380,"yogurt,coffee,juice,tea,chips"
381,"yogurt,coffee,banana"
382,"apples,chips,milk,banana,cheese"
383,"tea,milk,juice,coffee,banana"
384,"chips,apples,tea"
385,"eggs,cheese,apples,bread,butter"
386,eggs
387,"tea,eggs,banana,butter,yogurt"
388,coffee
389,"yogurt,juice,tea"
390,"banana,tea,chips,juice"
391,"tea,eggs,yogurt,coffee,apples,bread"
392,"chips,apples,tea"
393,"chips,apples,yogurt,tea,juice"
394,"tea,bread"
395,"eggs,yogurt,apples,milk,cheese,butter"
396,"cheese,chips,apples"
397,banana
398,"coffee,tea,milk"
399,"bread,coffee,eggs"
400,milk
401,"butter,milk,coffee,apples,banana"
402,"bread,yogurt,banana,milk"
403,"bread,butter,juice,coffee,banana,yogurt"
404,"milk,eggs"
405,"coffee,juice"
406,"yogurt,tea"
407,"eggs,coffee,butter,chips,cheese,bread"
408,chips
409,"coffee,banana,chips,tea,bread,eggs"
410,"milk,tea,banana,butter,coffee,cheese"
411,"tea,coffee,eggs,butter"
412,"juice,tea"
413,yogurt
414,"tea,butter,chips,cheese,apples"
415,"milk,butter"
416,"apples,eggs,tea"
417,"coffee,bread,milk"
418,"coffee,milk,eggs,yogurt,tea,juice"
419,"chips,apples,coffee,juice"
420,"apples,juice,chips,eggs,yogurt"
421,"juice,yogurt,chips,banana"
422,"coffee,milk,yogurt,eggs"
423,"chips,milk,bread,tea,yogurt,coffee"
424,"apples,banana,butter,chips,milk"
425,juice
426,"eggs,juice,milk,tea"
427,"milk,banana,butter,apples"
428,"coffee,apples"
429,"chips,butter,apples,yogurt,milk"
430,"yogurt,cheese,banana,chips"
431,"banana,milk,yogurt,tea"
432,"coffee,eggs,milk"
433,"milk,juice,chips,banana,bread,cheese"
434,"chips,eggs,tea,cheese,coffee"
435,"cheese,bread,milk,apples"
436,"apples,milk,banana"
437,"coffee,yogurt,bread,tea,milk,cheese"
438,"coffee,bread,apples"
439,"chips,cheese,eggs"
440,"cheese,yogurt"
441,tea
442,"yogurt,juice,coffee,eggs,banana,bread"
443,"coffee,yogurt,tea,apples,bread,milk"
444,coffee
445,"tea,butter,juice,yogurt,cheese"
446,"bread,apples,banana,butter,eggs,cheese"
447,"juice,coffee"
448,"butter,yogurt,coffee,cheese"
449,"cheese,butter,yogurt,milk,chips,juice"
450,"milk,chips,coffee,butter,juice"
451,"butter,chips"
452,"butter,apples,banana,milk,chips"
453,"yogurt,milk,cheese,butter,bread,apples"
454,"yogurt,coffee,bread"
455,"milk,eggs,tea,cheese"
456,"chips,tea,butter,juice,bread,banana"
457,"banana,coffee,apples,cheese,bread"
458,"banana,juice,bread,eggs,cheese"
459,"butter,banana"
460,"eggs,butter,bread,chips,yogurt,banana"
461,"tea,chips,coffee"
462,"butter,bread,milk"
463,"milk,apples,yogurt"
464,"eggs,bread,tea,yogurt"
465,"yogurt,eggs,bread,butter,chips"
466,"juice,banana,bread,cheese,eggs,coffee"
467,"cheese,chips"
468,"butter,bread,juice,tea,banana"
469,"butter,yogurt,banana,apples"
470,"tea,milk,eggs,cheese,banana"
471,"eggs,butter,banana,yogurt,chips,coffee"
472,"juice,eggs,banana"
473,"apples,cheese,coffee,chips"
474,juice
475,"banana,yogurt"
476,"banana,cheese,bread"
477,"milk,tea,juice,coffee"
478,"apples,bread"
479,"apples,butter,chips,bread,eggs"
480,"juice,chips,eggs,apples,butter,cheese"
481,"banana,milk,bread,yogurt"
482,"eggs,butter,banana,milk,cheese,chips"
483,"yogurt,juice,bread,cheese,tea"
484,"juice,coffee"
485,"chips,milk,tea,butter"
486,"juice,coffee,tea"
487,"apples,eggs,butter,milk"
488,"bread,milk,yogurt,coffee"
489,"tea,juice,yogurt"
490,"coffee,yogurt,tea,juice,eggs,cheese"
491,"eggs,chips,apples,banana,tea"
492,"cheese,tea,butter,eggs,coffee,apples"
493,"butter,milk,tea"
494,"cheese,coffee,milk,butter,banana"
495,"coffee,juice,cheese,chips,bread,butter"
496,"milk,juice,coffee,cheese,tea"
497,tea
498,"eggs,apples,butter,banana,yogurt"
499,"butter,chips,juice"
500,"bread,chips,apples"
501,"coffee,milk,tea,eggs,bread,cheese"
502,"juice,eggs,apples,cheese,banana,coffee"
503,"milk,apples,cheese,chips"
504,"apples,butter,bread"
505,"butter,eggs"
506,"yogurt,banana,milk"
507,"juice,eggs,banana,coffee,milk"
508,"banana,butter,milk,juice,eggs,coffee"
509,"milk,yogurt"
510,"yogurt,banana,juice,chips,milk,butter"
511,"coffee,chips,apples"
512,"yogurt,banana,juice"
513,"eggs,yogurt,cheese"
514,"juice,chips,bread"
515,"banana,apples,juice,cheese,bread"
516,"bread,milk,eggs,yogurt"
517,milk
518,"chips,coffee"
519,"yogurt,apples,tea,bread"
520,"apples,eggs,bread,yogurt"
521,"cheese,apples"
522,"chips,milk,apples,juice"
523,"juice,chips"
524,"butter,bread"
525,bread
526,"tea,eggs,chips,banana"
527,"milk,cheese,chips"
528,"coffee,yogurt,tea,eggs,apples"
529,"chips,banana,coffee"
530,"tea,coffee,milk,butter"
531,"milk,yogurt,eggs,tea,banana"
532,"tea,yogurt,juice,banana"
533,"eggs,yogurt,apples,chips,butter,cheese"
534,"eggs,butter,apples"
535,cheese
536,"tea,coffee,milk,apples,juice"
537,"eggs,juice"
538,tea
539,"tea,coffee"
540,"bread,milk,tea,butter"
541,"tea,bread,banana,cheese"
542,"chips,milk,eggs,butter,apples"
543,"butter,coffee"
544,"bread,juice"
545,"cheese,bread"
546,"juice,milk,yogurt,coffee"
547,"banana,yogurt,cheese,milk,chips,juice"
548,"cheese,banana,coffee,bread"
549,"apples,cheese,butter,tea,juice"
550,"banana,apples,yogurt,coffee,milk,eggs"
551,"chips,coffee,tea,bread,juice"
552,"coffee,eggs,cheese,banana,milk"
553,"bread,eggs,coffee,chips,cheese"
554,"coffee,juice,bread,tea,eggs,milk"
555,"apples,bread,eggs,cheese,milk"
556,"tea,cheese,butter"
557,"tea,cheese,butter"
558,"coffee,chips"
559,eggs
560,"eggs,banana,cheese,yogurt"
561,"milk,chips,apples"
562,"milk,banana"
563,"yogurt,tea,apples,juice,chips,bread"
564,"butter,milk"
565,"cheese,juice,eggs,tea"
566,"butter,milk"
567,chips
568,"milk,yogurt"
569,"coffee,butter,banana,yogurt"
570,"milk,eggs,banana,tea"
571,tea
572,bread
573,"chips,apples"
574,"eggs,cheese,chips,yogurt"
575,"banana,juice,yogurt,eggs,tea"
576,"bread,milk,butter,chips,eggs"
577,"juice,apples,bread,chips,butter,yogurt"
578,bread
579,"juice,yogurt,apples,cheese,butter,eggs"
580,"chips,butter,milk,tea,eggs,banana"
581,"coffee,juice,tea,milk"
582,"tea,eggs,juice,milk,bread,coffee"
583,"banana,tea,butter,eggs"
584,"juice,milk"
585,"yogurt,cheese,eggs"
586,"bread,milk,eggs,yogurt,cheese,tea"
587,"cheese,banana,apples,eggs,chips,tea"
588,"eggs,juice,butter,coffee,chips"
589,"eggs,apples"
590,apples
591,eggs
592,"chips,tea,coffee,cheese,bread"
593,"banana,bread,butter,yogurt,juice"
594,"banana,eggs,chips,cheese"
595,juice
596,"bread,cheese,banana"
597,"coffee,eggs,juice,cheese,tea"
598,coffee
599,"yogurt,tea,butter,bread,apples"
600,bread
601,"tea,chips"
602,milk
603,"juice,bread,cheese,banana,tea"
604,"bread,juice,coffee"
605,"bread,tea,butter"
606,butter
607,tea
608,"apples,cheese,juice,butter,yogurt"
609,"cheese,juice,yogurt,eggs,butter"
610,"apples,juice,bread,banana,coffee"
611,banana
612,milk
613,juice
614,"cheese,milk,tea,coffee,butter,eggs"
615,butter
616,"eggs,milk,butter,tea,chips,bread"
617,"milk,butter,chips"
618,"butter,juice,banana,eggs"
619,coffee
620,"bread,tea,milk,yogurt"
621,"coffee,milk,cheese,yogurt"
622,"milk,juice,coffee,eggs,tea,butter"
623,"banana,cheese,milk,bread"
624,"banana,apples,juice,eggs,milk,tea"
625,apples
626,"banana,milk"
627,"cheese,banana,tea,milk"
628,"yogurt,eggs,bread,apples,cheese"
629,bread
630,"butter,apples,bread,tea,yogurt"
631,"chips,bread,cheese"
632,"juice,eggs"
633,"coffee,bread,butter,banana"
634,"yogurt,tea,coffee,apples"
635,"yogurt,eggs"
636,"yogurt,milk"
637,banana
638,"banana,apples,juice,cheese"
639,"milk,juice"
640,"bread,cheese,milk,eggs,chips"
641,"banana,yogurt,chips,coffee"
642,"banana,chips,apples,cheese,milk"
643,"tea,butter,yogurt,cheese"
644,"tea,butter,chips"
645,"apples,yogurt,tea,chips,butter,banana"
646,"bread,yogurt"
647,"eggs,yogurt,milk"
648,"butter,cheese,chips,banana,yogurt"
649,"eggs,yogurt,coffee,milk"
650,chips
651,"tea,yogurt,bread"
652,"chips,cheese,coffee,yogurt"
653,"bread,tea,cheese,chips,coffee,banana"
654,"juice,apples,chips,bread"
655,yogurt
656,"juice,apples,eggs,chips"
657,"bread,butter,milk,banana,coffee,juice"
658,"tea,milk,eggs"
659,"banana,bread,coffee,yogurt"
660,"apples,cheese"
661,"butter,coffee,apples,milk,chips,cheese"
662,"cheese,tea,banana,eggs,chips"
663,"banana,yogurt,coffee,bread,butter,cheese"
664,"bread,coffee,juice,eggs"
665,banana
666,cheese
667,butter
668,bread
669,"bread,banana,eggs,yogurt,butter,apples"
670,"tea,chips,butter,eggs,milk,banana"
671,coffee
672,"apples,coffee,banana,eggs,tea"
673,"milk,bread,chips,butter,juice,yogurt"
674,"cheese,banana,milk,bread"
675,bread
676,juice
677,"chips,juice,tea,banana,eggs,yogurt"
678,"juice,bread,coffee,tea,apples,milk"
679,"yogurt,milk,banana,tea"
680,"banana,bread"
681,"bread,banana"
682,"milk,yogurt,butter,eggs,coffee"
683,"milk,yogurt,juice,bread,cheese"
684,"cheese,tea,banana,chips,butter,juice"
685,"bread,milk"
686,"eggs,banana,yogurt,milk"
687,"coffee,apples"
688,"apples,juice"
689,"juice,milk"
690,"juice,chips,eggs,bread,apples,coffee"
691,bread
692,"apples,cheese"
693,"apples,banana,juice,chips,eggs,yogurt"
694,"milk,yogurt,cheese"
695,"tea,banana"
696,"tea,yogurt"
697,bread
698,banana
699,"milk,yogurt,bread,butter,chips"
700,yogurt
701,"chips,banana,juice,cheese,coffee,milk"
702,"eggs,milk,banana,butter,juice"
703,"tea,cheese,banana,bread,chips,yogurt"
704,cheese
705,"coffee,butter,cheese,apples,tea,juice"
706,"banana,tea,cheese"
707,"juice,coffee,cheese,apples"
708,juice
709,"tea,bread,banana,eggs,chips"
710,"milk,bread,tea,juice"
711,"cheese,chips,eggs,bread,juice,coffee"
712,"milk,tea"
713,coffee
714,chips
715,"bread,juice,cheese,eggs"
716,milk
717,"eggs,cheese"
718,"coffee,chips,eggs,butter,yogurt"
719,"butter,bread,yogurt"
720,"tea,coffee,butter,eggs,bread,banana"
721,"juice,chips,coffee,bread,eggs"
722,"milk,chips,cheese,tea,yogurt,banana"
723,"banana,cheese"
724,"yogurt,eggs,apples,bread"
725,"yogurt,eggs,apples"
726,"bread,coffee,tea,eggs,milk,chips"
727,"juice,coffee"
728,"tea,yogurt"
729,"milk,eggs,chips,juice,banana"
730,"yogurt,juice,banana"
731,"juice,banana"
732,"tea,cheese,chips,yogurt,banana"
733,"banana,milk"
734,"milk,cheese,bread,apples,banana,juice"
735,"chips,juice"
736,coffee
737,"eggs,juice,tea,bread,butter,yogurt"
738,"cheese,yogurt,tea"
739,"coffee,tea,milk,apples,chips,butter"
740,"bread,yogurt,chips,butter,coffee"
741,"banana,chips"
742,"tea,butter"
743,"bread,coffee"
744,"banana,yogurt,coffee,eggs,juice"
745,"chips,banana,bread,tea,eggs"
746,yogurt
747,"coffee,chips,yogurt"
748,"chips,apples,coffee,yogurt,bread"
749,"juice,cheese"
750,"milk,coffee,yogurt,eggs"
751,tea
752,"cheese,tea,butter,yogurt,eggs"
753,"banana,milk,juice,eggs,cheese,apples"
754,"yogurt,eggs,apples,tea,coffee"
755,"chips,bread,butter,yogurt"
756,"bread,milk,apples"
757,banana
758,"yogurt,chips,tea,eggs,banana"
759,"juice,milk,bread"
760,"juice,apples"
761,"butter,apples,banana,juice,coffee,cheese"
762,"apples,bread,milk,banana,butter,eggs"
763,"milk,cheese,butter,banana,coffee"
764,milk
765,yogurt
766,"yogurt,apples,banana,milk,juice"
767,"eggs,coffee,bread,tea,apples"
768,"coffee,tea,yogurt,eggs,banana"
769,"banana,yogurt,tea,butter,coffee"
770,"coffee,chips,juice,banana,yogurt"
771,"apples,yogurt,tea,butter,chips,eggs"
772,"yogurt,bread"
773,"banana,butter"
774,"tea,eggs,yogurt,cheese,banana"
775,chips
776,"apples,tea"
777,tea
778,"bread,banana,yogurt,cheese"
779,"milk,juice,apples,tea"
780,"chips,banana"
781,"eggs,banana,bread,tea"
782,"yogurt,apples,bread,banana,cheese,tea"
783,"juice,yogurt,cheese,butter,chips"
784,"yogurt,tea"
785,"coffee,butter,cheese,eggs,juice,bread"
786,"chips,apples,tea,coffee,banana"
787,"bread,milk,yogurt,coffee,cheese,eggs"
788,"chips,butter,yogurt,apples,cheese"
789,"banana,tea,butter,eggs,juice,chips"
790,"juice,eggs,apples,banana,bread"
791,"cheese,banana,milk"
792,"apples,banana,yogurt,juice,cheese,butter"
793,"chips,butter,tea,milk,coffee"
794,"butter,cheese"
795,banana
796,cheese
797,"yogurt,cheese,coffee,apples,chips,banana"
798,"cheese,banana,eggs,yogurt,tea,juice"
799,"coffee,chips,butter,yogurt,milk"
800,"tea,eggs,chips"
801,"chips,yogurt,eggs,milk,tea"
802,milk
803,bread
804,"cheese,coffee,tea"
805,"chips,cheese"
806,"cheese,juice,tea,coffee,butter,eggs"
807,"tea,butter,yogurt,apples"
808,"bread,apples,butter,tea,eggs"
809,eggs
810,"milk,tea,coffee,yogurt"
811,"coffee,butter,milk,yogurt,tea,chips"
812,"juice,cheese,banana"
813,apples
814,"juice,milk,coffee,apples,chips,banana"
815,"eggs,yogurt,milk"
816,"butter,yogurt,coffee,juice,milk"
817,"yogurt,banana,cheese"
818,bread
819,"cheese,milk"
820,"juice,apples,bread"
821,"bread,apples,cheese,banana"
822,banana
823,tea
824,"eggs,chips,butter,banana,apples"
825,"banana,cheese,apples"
826,"cheese,juice,apples,yogurt,bread,milk"
827,"eggs,cheese,chips,apples"
828,"tea,cheese"
829,"yogurt,banana,tea,chips,milk"
830,"bread,cheese"
831,coffee
832,"eggs,cheese,banana,chips,bread,yogurt"
833,"butter,tea,juice"
834,eggs
835,chips
836,"milk,chips,coffee,cheese"
837,"butter,yogurt,banana,eggs"
838,"eggs,chips,bread,cheese,juice,coffee"
839,"bread,yogurt"
840,"butter,coffee,chips,banana,yogurt"
841,"eggs,coffee,yogurt"
842,"yogurt,tea,eggs,bread,milk,butter"
843,"tea,cheese,milk,yogurt,butter"
844,"tea,coffee,chips,cheese,yogurt,apples"
845,"coffee,cheese"
846,"coffee,chips"
847,eggs
848,"yogurt,banana,bread"
849,butter
850,"butter,banana,apples"
851,"coffee,eggs,apples,juice"
852,"bread,butter,eggs,tea,chips"
853,eggs
854,tea
855,"coffee,banana,chips,milk"
856,juice
857,butter
858,"tea,milk,cheese,chips,banana,butter"
859,"cheese,juice"
860,"bread,cheese,juice,apples"
861,"cheese,butter,eggs,coffee,chips"
862,"chips,bread,banana,juice,milk,butter"
863,"eggs,coffee,cheese,apples,chips"
864,butter
865,"coffee,banana,juice,apples"
866,"milk,yogurt,eggs"
867,coffee
868,eggs
869,"banana,bread,tea,juice,chips"
870,"milk,eggs"
871,"tea,eggs,chips,cheese,juice,milk"
872,"coffee,apples"
873,"chips,apples,eggs"
874,"butter,chips,coffee,yogurt,apples"
875,"milk,bread,banana,eggs,cheese,juice"
876,"banana,coffee,tea"
877,"juice,apples,milk"
878,"bread,coffee"
879,"juice,tea,cheese"
880,milk
881,"yogurt,eggs"
882,banana
883,butter
884,eggs
885,butter
886,"chips,bread"
887,"cheese,eggs,banana,bread,tea"
888,milk
889,"butter,chips,eggs,tea,apples,bread"
890,"chips,coffee,banana,milk,tea"
891,"cheese,yogurt,butter,milk"
892,"chips,banana,milk"
893,"yogurt,cheese,milk,apples,banana,eggs"
894,"eggs,apples,banana,juice,tea"
895,"banana,butter,eggs"
896,"tea,yogurt,cheese,juice"
897,"bread,tea,apples,banana,cheese,eggs"
898,"cheese,bread"
