transaction_id,amount,transaction_type,account_age_days,location_risk,is_foreign_transaction,is_high_risk_country,daily_transaction_count,fraud
128,197.1344972,pos,387,0.533338115,0,0,3,0
129,0.697640918,pos,2042,0.857995223,0,0,3,0
130,71.48761593,pos,2554,0.736750221,0,0,7,0
131,54.02733209,pos,1719,0.215609063,0,0,4,0
132,25.11673383,online,4776,0.399299256,0,0,2,0
133,12.76803915,transfer,4051,0.50789421,0,0,5,0
134,41.19085799,pos,3410,0.81020585,0,0,3,0
135,286.3121123,transfer,690,0.839121603,1,0,2,0
136,39.03838029,pos,1170,0.909718312,0,0,5,0
137,73.14528058,atm,4989,0.509245251,0,0,3,0
138,121.4086977,pos,953,0.694274746,0,1,5,0
139,45.1974499,pos,4880,0.111800371,1,0,4,0
140,356.7798138,pos,4591,0.56528896,0,0,2,0
141,328.2009865,online,3497,0.248691809,0,0,3,0
142,29.0061295,atm,3918,0.431716885,0,0,2,0
143,68.76592785,pos,4843,0.634050508,0,1,4,0
144,35.79304601,pos,2485,0.256985938,0,1,3,0
145,33.52496764,transfer,1855,0.052185058,0,0,2,0
146,3.758447777,atm,3440,0.010233856,0,0,3,0
147,94.0492071,pos,3232,0.022159536,0,0,2,0
148,69.85196328,transfer,2598,0.008349738,1,0,3,0
149,5.285108738,transfer,3984,0.110355057,1,1,2,0
150,32.6625921,online,2192,0.239488715,0,0,3,0
151,238.8860951,transfer,2636,0.221221514,0,0,4,0
152,27.38605521,pos,657,0.986796594,0,0,2,0
153,15.6530861,online,3813,0.306006105,0,0,0,0
154,67.22721095,online,3341,0.127420783,0,1,0,0
155,424.4036983,pos,3912,0.545562544,1,0,1,0
156,27.71448136,atm,1797,0.857957455,0,0,2,0
157,111.515501,transfer,4364,0.678060377,0,0,1,0
158,143.3887626,online,1763,0.296082089,0,0,1,0
159,27.13331723,atm,4473,0.56161616,0,1,4,0
160,130.2748928,pos,3286,0.714855974,0,1,0,1
161,45.85227993,transfer,1586,0.728104492,0,1,3,1
162,100.0503748,transfer,3564,0.666538455,0,0,3,0
163,100.3837827,online,2441,0.870810425,0,0,1,0
164,76.738525,transfer,4585,0.870105458,0,0,2,0
165,9.462915881,transfer,4818,0.578936559,0,0,2,0
166,180.3644794,transfer,3101,0.429856369,1,0,0,0
167,38.68102937,transfer,3245,0.641570296,1,0,3,0
168,20.64321066,pos,1041,0.818212001,0,0,3,0
169,4.162975979,atm,3128,0.005652105,0,0,3,0
170,89.37784046,pos,2274,0.991997009,1,0,3,0
171,113.1851734,pos,3630,0.182893772,0,0,1,0
172,1.672694756,online,2115,0.470248986,0,1,3,0
173,71.76305845,transfer,1678,0.872029735,0,0,4,0
174,25.68241471,pos,3095,0.225040399,0,0,2,0
175,103.6124342,transfer,999,0.476795224,0,1,2,0
176,19.16042225,pos,2285,0.13258218,0,0,7,0
177,117.4212528,pos,1590,0.395076325,1,0,1,0
178,48.8958701,online,1162,0.177135455,0,0,10,0
179,276.0343818,atm,2521,0.363627749,0,0,1,0
180,14.79444134,atm,3856,0.373464217,0,0,0,0
181,41.7132434,pos,4649,0.99317079,0,0,3,0
182,12.0444285,online,695,0.994813029,1,0,3,0
183,258.6190397,transfer,4413,0.114786279,1,0,3,0
184,209.8333707,transfer,4864,0.725968779,0,0,3,0
185,29.83273701,pos,3799,0.05174548,1,0,4,0
186,107.8762739,atm,3684,0.030192015,0,0,1,0
187,169.9484073,online,1972,0.105333894,0,0,3,0
188,81.01323607,atm,1504,0.965485657,0,0,5,0
189,75.42794102,transfer,3250,0.940863548,0,0,2,0
190,27.68770454,atm,4219,0.19392782,1,0,3,0
191,9.772614047,transfer,3243,0.161672336,0,0,2,0
192,227.5123225,online,1869,0.240535087,0,0,1,0
193,230.6774428,online,1672,0.515546994,0,0,2,0
194,100.2669919,pos,1083,0.569704632,0,0,5,0
195,41.40465098,pos,1729,0.22159343,0,0,3,0
196,42.95676158,atm,3852,0.756622788,0,1,1,1
197,129.446543,online,2143,0.309553169,0,1,1,0
198,227.4097349,online,1149,0.922131326,0,0,5,0
199,218.1132569,pos,254,0.656722706,0,0,2,0
200,151.3562192,transfer,4103,0.436351194,0,0,3,0
201,102.7310694,atm,3543,0.789912002,0,0,5,0
202,8.78917262,atm,2776,0.817914626,0,0,0,0
203,17.62942147,pos,4638,0.290481606,0,0,5,0
204,228.82305,online,3334,0.339714544,0,0,3,0
205,93.2493947,pos,4185,0.935955154,0,0,1,0
206,0.923960561,pos,3280,0.164741038,0,0,2,0
207,10.69969014,pos,4309,0.042150417,0,0,3,0
208,108.9162387,pos,2882,0.454055323,0,0,4,0
209,0.507443705,transfer,266,0.8012099,0,0,4,0
210,17.53158161,transfer,2341,0.771668106,0,0,3,0
211,79.56978461,online,3149,0.919530629,0,1,2,1
212,117.7315287,pos,3360,0.533200664,0,0,1,0
213,105.5441482,transfer,1005,0.100064672,0,1,6,0
214,25.39498673,online,2095,0.588688974,0,0,5,0
215,124.5417289,pos,4718,0.778395614,0,0,0,0
216,27.08237591,atm,3272,0.09332812,0,0,1,0
217,39.36349089,transfer,4523,0.172657401,1,0,3,0
218,137.2357552,online,210,0.012290661,1,0,5,0
219,104.8773814,atm,888,0.593652579,1,0,1,0
220,189.1956077,pos,154,0.886734392,0,0,3,0
221,107.1813288,pos,3594,0.670663316,0,0,5,0
222,84.00443056,pos,415,0.982040088,0,0,1,0
223,9.835706145,transfer,3425,0.063033652,0,0,3,0
224,45.84163072,online,1285,0.903001085,0,0,2,0
225,30.81601479,atm,3149,0.814068287,0,0,5,0
226,27.97002037,online,769,0.31424152,0,0,4,0
227,361.2309406,transfer,983,0.973526552,0,0,1,0
228,49.9387497,online,3203,0.287937748,1,0,6,0
229,222.6055211,transfer,4675,0.889304724,0,0,2,0
230,99.73343857,pos,3527,0.880748577,0,0,2,0
231,158.3825253,atm,2788,0.757657617,1,0,4,0
232,69.84353244,pos,2211,0.563470474,0,0,1,0
233,86.01559026,online,1039,0.12000275,1,0,3,0
234,67.82934333,pos,3933,0.531971734,0,0,3,0
235,21.72148953,atm,542,0.356796256,0,0,3,0
236,128.1761803,pos,359,0.792217033,0,0,3,0
237,32.95773684,atm,850,0.758129206,0,0,4,0
238,2.461648108,atm,4523,0.910612507,0,0,4,0
239,103.6968786,pos,2545,0.014830162,0,0,3,0
240,19.49335702,transfer,4582,0.809103217,0,0,3,0
241,282.1083147,online,1832,0.938462053,0,1,4,1
242,307.7562413,transfer,1473,0.789300449,0,0,3,0
243,246.3509885,transfer,1437,0.13019446,0,1,2,0
244,46.22873965,pos,330,0.081279105,0,0,3,0
245,1.557731537,online,4355,0.02084524,0,0,3,0
246,263.5523457,online,4239,0.628745226,0,0,2,0
247,55.89382771,transfer,4009,0.629672652,0,0,3,0
248,340.0842016,pos,4723,0.986913714,0,0,3,0
249,331.3735476,online,1389,0.398043174,1,0,4,0
250,191.7387017,transfer,4186,0.331906285,0,0,7,0
251,34.87760682,online,720,0.624424927,1,0,3,0
252,48.62919321,pos,3236,0.825608673,0,0,4,0
253,190.4726652,pos,4577,0.93677395,0,0,3,0
254,38.11462314,pos,2132,0.803124166,0,0,4,0
255,18.57186163,online,1101,0.426673981,0,0,4,0
256,81.37369921,atm,673,0.634914235,0,1,2,0
257,275.1293471,online,517,0.856299327,0,0,3,0
258,119.0825598,atm,2533,0.490609688,0,0,3,0
259,84.41123364,pos,3671,0.216686644,0,0,1,0
260,10.22281973,transfer,782,0.16972344,0,1,1,0
261,95.45307155,atm,3524,0.000157745,0,0,2,0
262,461.0569748,pos,3559,0.718237995,0,0,2,0
263,15.09205866,pos,2387,0.111097209,0,0,4,0
264,73.0495325,atm,4783,0.2438391,1,0,2,0
265,209.8608638,transfer,1590,0.297876332,0,0,2,0
266,135.0034248,pos,4996,0.56037986,0,0,3,0
267,119.4074425,atm,1502,0.397957277,0,0,2,0
268,121.2287556,transfer,3795,0.674673992,0,1,1,0
269,44.54923423,transfer,4319,0.055638659,0,0,3,0
270,34.75620843,pos,3081,0.123939194,0,1,2,0
271,165.7374507,online,1077,0.499211504,0,0,2,0
272,166.1328199,online,1101,0.336964788,0,0,2,0
273,201.7950047,pos,503,0.295813363,0,0,5,0
274,244.4615962,transfer,1340,0.067028079,0,0,2,0
275,71.60932369,pos,3886,0.895719175,0,0,2,0
276,69.61843776,atm,624,0.691818586,1,0,3,0
277,160.0949932,online,1887,0.121618157,1,0,3,0
278,104.9719075,atm,3351,0.065045958,0,0,4,0
279,121.0550649,pos,1051,0.974872533,0,0,3,0
280,158.8619475,pos,3773,0.68117255,0,0,4,0
281,220.7323476,transfer,3917,0.417456071,0,0,3,0
282,41.24824071,transfer,4019,0.701731041,0,0,1,0
283,47.09367887,transfer,1330,0.756331786,1,0,3,0
284,9.869603919,atm,4115,0.779962202,0,0,3,0
285,86.34140266,transfer,3368,0.477877306,0,0,1,0
286,3.660410421,pos,3952,0.429882758,1,0,3,0
287,62.66069482,transfer,2498,0.011028084,0,0,2,0
288,78.22945857,online,1574,0.926557115,1,0,0,0
289,33.76306603,transfer,2635,0.603307878,0,0,0,0
290,89.36325301,atm,2769,0.203153937,1,0,2,0
291,3.09750621,online,1212,0.919603419,0,0,4,0
292,3.806349928,online,776,0.914931902,0,0,2,0
293,172.935137,online,1161,0.989184164,0,0,4,0
294,44.65850242,atm,2384,0.874056563,0,0,1,0
295,13.58890413,pos,2655,0.997784388,0,1,3,1
296,73.86535883,transfer,3541,0.244686188,1,0,3,0
297,146.964794,online,4698,0.842249585,0,0,0,0
298,24.31180034,online,4636,0.823028309,0,0,1,0
299,97.52196187,online,1096,0.230940359,0,0,4,0
300,8.921102899,pos,24,0.098437549,0,0,3,0
301,5.306509591,pos,4720,0.979420514,0,0,1,0
302,75.79089406,atm,3557,0.296024552,0,0,1,0
303,77.79104427,pos,1080,0.87089179,1,0,4,0
304,101.4537448,transfer,4319,0.004127155,0,0,3,0
305,129.4960563,atm,179,0.021024807,0,1,6,0
306,372.3557009,atm,2848,0.465871309,0,0,5,0
307,72.62911192,transfer,1961,0.238714684,0,0,3,0
308,39.00197141,transfer,1474,0.689841283,0,0,3,0
309,158.565398,transfer,4889,0.565564326,0,0,2,0
310,31.58514654,atm,4980,0.077485797,0,0,2,0
311,57.79834313,atm,1213,0.162628296,0,0,1,0
312,8.170516858,atm,810,0.38804927,0,0,0,0
313,2.567760954,transfer,420,0.185604064,0,0,6,0
314,328.7379923,transfer,3660,0.792222347,0,0,1,0
315,180.7767642,online,3817,0.416070236,0,0,4,0
316,119.0642733,pos,1279,0.093431867,1,0,4,0
317,52.58596445,online,2524,0.484342902,0,0,1,0
318,19.03065361,transfer,1441,0.090838181,0,0,5,0
319,17.01207416,atm,1341,0.128937305,0,0,2,0
320,28.80059891,transfer,2222,0.239609832,0,0,4,0
321,79.67906483,pos,2393,0.859527705,0,0,1,0
322,125.3849288,online,1362,0.924612532,0,0,3,0
323,107.939035,online,592,0.826257729,0,0,8,0
324,32.84122614,atm,527,0.334077217,1,1,4,0
325,309.8103499,online,2504,0.272446441,1,0,0,0
326,133.9017405,online,1293,0.549155691,0,0,4,0
327,80.82304819,transfer,1655,0.721853161,0,0,6,0
328,94.6030472,online,4907,0.993372788,1,0,2,0
329,54.40378655,online,188,0.131570712,0,0,4,0
330,28.46612923,online,2759,0.049291999,0,0,1,0
331,44.00141293,atm,529,0.694355889,1,1,1,0
332,141.8181848,atm,434,0.832225784,1,0,2,0
333,1.449807972,transfer,3513,0.84634878,0,0,2,0
334,12.33803922,online,1805,0.678463549,0,1,4,0
335,4.709437695,atm,303,0.954015804,0,0,3,0
336,4.158145192,atm,4183,0.511004764,1,0,1,0
337,193.4203034,transfer,438,0.913814798,1,1,5,1
338,121.6240612,pos,2589,0.967812137,0,0,6,0
339,64.27845944,online,833,0.847157457,0,0,3,0
340,10.29569184,atm,797,0.309758563,0,0,3,0
341,67.65179658,transfer,560,0.196215651,0,0,3,0
342,64.14503321,transfer,3589,0.548120065,0,0,5,0
343,19.01947128,transfer,762,0.45301475,0,1,2,0
344,56.88991313,atm,3575,0.877758342,0,0,3,0
345,50.83366146,online,3786,0.100031671,0,0,4,0
346,95.67224329,pos,2515,0.257740061,0,1,3,0
347,100.8114536,online,685,0.751798945,0,0,3,0
348,4.636232402,transfer,4234,0.094986645,0,0,3,0
349,46.93840047,transfer,578,0.320764414,0,0,0,0
350,98.31249948,pos,4806,0.387155394,0,1,0,0
351,69.94394526,online,228,0.622593797,1,1,3,0
352,194.1349453,transfer,2329,0.158132646,0,0,6,0
353,107.4974764,transfer,2732,0.86060449,0,0,6,0
354,17.78528688,online,828,0.447542235,0,0,2,0
355,7.318243626,transfer,431,0.917021712,1,0,5,0
356,102.8394147,online,1064,0.467869914,0,1,2,0
357,2.686907267,transfer,1710,0.275040259,0,0,3,0
358,88.13473778,online,1235,0.141828829,0,0,0,0
359,281.7255455,pos,302,0.003745095,0,0,2,0
360,85.67824456,transfer,1421,0.532157485,1,0,4,0
361,49.13006922,pos,4629,0.107156697,1,0,3,0
362,103.0827158,transfer,769,0.391727764,0,0,6,0
363,61.29559741,transfer,1405,0.589271761,0,1,4,0
364,78.88143606,atm,444,0.275685897,0,1,4,0
365,283.8127146,online,3105,0.175224292,0,0,5,0
366,48.79275274,pos,4356,0.774721623,1,0,5,0
367,324.9091862,pos,3306,0.946791172,1,0,0,0
368,235.7576184,pos,1539,0.100440418,0,0,4,0
369,21.78962609,online,3931,0.155590324,0,0,2,0
370,7.18841553,atm,1332,0.960012657,0,0,3,0
371,10.62253355,pos,70,0.037784222,0,0,5,0
372,1.838988785,online,3436,0.977632337,0,0,2,0
373,9.920501166,transfer,481,0.004644483,0,0,3,0
374,114.8874873,pos,4095,0.873668656,0,0,2,0
375,7.384962695,pos,3497,0.307325181,0,0,6,0
376,38.41571883,atm,2794,0.938588858,0,0,1,0
377,186.352604,pos,2893,0.316945289,0,0,2,0
378,2.354700318,pos,1199,0.654306322,0,0,3,0
379,168.4530506,transfer,2373,0.08003257,0,0,4,0
380,33.10834668,online,1893,0.242329811,1,0,1,0
381,12.57501198,online,1884,0.773679346,0,0,2,0
382,119.3155408,atm,798,0.528685854,1,0,2,0
383,99.13991764,transfer,18,0.927969062,1,0,2,0
384,209.9415814,online,44,0.428751408,0,0,3,0
385,132.8293579,transfer,155,0.869812366,0,1,3,1
386,162.6995806,online,4963,0.448955437,1,0,0,0
387,33.13338623,transfer,3449,0.979248279,0,0,5,0
388,19.5333296,atm,4839,0.959834381,1,1,4,1
389,138.8756396,pos,4081,0.329136706,0,0,4,0
390,164.4209183,atm,1426,0.88592367,0,0,0,0
391,465.700489,online,4321,0.847611374,0,0,3,0
392,53.20793542,atm,4313,0.210680397,0,0,4,0
393,46.5243912,pos,3640,0.624290401,1,0,2,0
394,149.7954503,atm,4127,0.072682316,0,0,1,0
395,41.67336709,online,1893,0.836710721,0,0,2,0
396,267.0137924,online,898,0.174545884,0,1,4,0
397,195.4839157,atm,3425,0.070814701,0,0,3,0
398,56.03556094,pos,4541,0.400219096,0,0,2,0
399,138.9784716,atm,1259,0.576922139,0,0,2,0
400,140.4632987,pos,2016,0.854916959,0,0,3,0
401,10.88375188,transfer,4834,0.974242526,0,0,2,0
402,232.8445681,pos,1703,0.439492513,0,0,3,0
403,70.37074898,transfer,874,0.060446923,0,0,1,0
404,175.1332558,atm,566,0.749115579,1,0,5,0
405,38.57354262,pos,2019,0.565173256,0,0,1,0
406,225.8790515,transfer,1886,0.447891345,0,0,3,0
407,49.29884541,transfer,2124,0.309268879,0,1,3,0
408,1.089680662,transfer,4643,0.502398528,0,0,2,0
409,235.7907297,online,2315,0.338679604,0,0,2,0
410,9.572561055,atm,4413,0.757011868,0,0,3,0
411,38.46536334,transfer,3884,0.543893696,0,1,4,0
412,299.6972383,pos,3193,0.876847774,0,1,3,1
413,300.794954,transfer,1860,0.543543915,0,0,0,0
414,85.19972911,online,25,0.238262413,0,0,2,0
415,99.92300804,atm,3504,0.851091882,0,0,1,0
416,59.50146636,online,4256,0.557219045,1,0,1,0
417,34.70227787,online,1138,0.206841038,0,0,3,0
418,39.84863346,online,4996,0.62350781,0,0,2,0
419,111.632358,pos,1190,0.357716765,0,0,2,0
420,139.5837874,atm,4799,0.844405612,0,0,3,0
421,156.8195416,atm,4097,0.453299739,0,0,2,0
422,155.8831032,pos,3158,0.726441358,0,0,3,0
423,9.563694654,atm,2368,0.095536208,0,0,3,0
424,68.20495966,online,4478,0.396024346,0,0,2,0
425,5.928170645,atm,1742,0.983241436,1,0,4,0
426,79.74613157,pos,3689,0.808460289,0,0,2,0
427,58.2555275,online,3747,0.159940802,0,0,3,0
428,218.6618664,pos,898,0.277764049,0,0,2,0
429,43.21916195,transfer,4024,0.329815809,0,0,2,0
430,12.45059776,online,717,0.65036556,0,0,2,0
431,15.43076545,online,3968,0.756994759,0,1,3,1
432,143.3430547,atm,4022,0.749526609,0,0,3,0
433,96.29056797,online,3216,0.509874056,0,0,3,0
434,10.66087122,pos,391,0.810820538,0,0,2,0
435,8.785552167,atm,3885,0.437078083,1,1,3,0
436,120.7208472,transfer,1700,0.123880565,0,0,1,0
437,7.554608953,pos,3038,0.564441842,0,0,4,0
438,172.5185854,transfer,233,0.952301385,0,0,4,0
439,122.4999753,transfer,1927,0.792993651,0,0,2,0
440,8.484875058,transfer,3132,0.578700648,1,0,1,0
441,8.865386778,online,3307,0.64680566,0,0,3,0
442,431.5458562,pos,2725,0.930562027,0,0,3,0
443,46.88375826,pos,4802,0.428342794,0,0,2,0
444,46.30552605,online,234,0.331394139,0,0,4,0
445,167.5575403,atm,1392,0.977241565,1,0,4,0
446,294.2164538,transfer,2893,0.863443134,0,1,2,1
447,426.877394,pos,1256,0.323043585,1,0,4,0
448,139.989923,online,2539,0.463780597,0,0,3,0
449,47.20209996,transfer,3691,0.415078129,0,0,1,0
450,8.71939937,atm,890,0.149095679,0,0,4,0
451,150.124254,atm,4688,0.957819324,0,0,0,0
452,81.73604076,transfer,746,0.404312431,0,0,5,0
453,55.20331253,atm,1720,0.875329083,0,0,1,0
454,236.8237675,pos,428,0.189356228,0,0,4,0
455,11.7880208,pos,732,0.547870811,0,0,2,0
456,67.85051094,pos,800,0.023961385,0,0,1,0
457,1.141858943,atm,4298,0.764220484,1,0,5,0
458,63.23543696,pos,836,0.580913898,0,0,3,0
459,5.795043107,online,135,0.625589583,0,0,2,0
460,12.64909959,pos,2539,0.051720883,0,0,2,0
461,12.5026232,pos,3719,0.21103833,1,0,7,0
462,104.7568386,atm,41,0.074330872,0,0,4,0
463,137.0597718,pos,3368,0.288914316,0,0,2,0
464,87.55537772,transfer,2416,0.627439008,0,0,0,0
465,327.4720209,online,2041,0.566185984,0,1,2,0
466,46.97965779,atm,4340,0.612149822,0,0,1,0
467,33.64691574,online,2950,0.549251271,1,0,2,0
468,202.9502538,transfer,4262,0.273028796,0,0,3,0
469,25.30820677,atm,3467,0.244507497,0,0,3,0
470,330.2870106,atm,3089,0.137059684,1,0,3,0
471,1.222894436,pos,4824,0.849070875,0,0,4,0
472,350.2526923,online,1116,0.616479359,1,0,1,0
473,4.411899862,transfer,4579,0.186511013,1,0,4,0
474,221.7721229,transfer,2591,0.17720938,0,0,4,0
475,75.01432503,atm,3574,0.873035602,0,0,2,0
476,495.6828608,pos,2979,0.742730864,0,0,4,0
477,7.666137595,atm,2448,0.65939908,0,0,6,0
478,80.71096637,atm,1231,0.406864108,0,0,6,0
479,348.3575221,atm,2667,0.261975564,0,0,2,0
480,74.04439332,atm,4976,0.979450763,0,0,2,0
481,99.26282904,transfer,4926,0.797239575,0,0,0,0
482,118.9901238,transfer,4855,0.301779223,0,0,3,0
483,60.61277557,atm,4259,0.847564796,0,0,1,0
484,98.7674173,atm,2595,0.758931949,0,0,5,0
485,87.78258618,pos,3431,0.29708055,1,0,5,0
486,231.4232769,atm,2918,0.426552854,0,0,3,0
487,4.651146174,transfer,2953,0.185953445,0,0,2,0
488,32.98427259,online,1996,0.111052444,0,0,3,0
489,300.3996006,transfer,3892,0.722762033,0,1,4,1
490,220.9675828,pos,307,0.267511857,0,0,2,0
491,60.8175262,transfer,1363,0.820059366,1,0,3,0
492,96.79330287,online,2103,0.995608712,0,1,2,1
493,32.48734199,atm,3031,0.076619814,0,1,2,0
494,20.84041614,online,333,0.473035125,0,0,1,0
495,62.30585988,atm,2753,0.802062559,0,0,1,0
496,43.59535346,atm,243,0.788950897,0,1,5,1
497,87.6243706,transfer,1885,0.759997158,0,0,2,0
498,8.092228443,transfer,1433,0.348994935,0,0,5,0
499,366.4960123,transfer,2551,0.453853256,0,0,2,0
